"adminCode"	"adminLevel"	"date"	"evi_0"	"evi_30"	"evi_60"	"evi_90"	"evi_120"	"evi_150"	"evi_180"	"temperature_0"	"temperature_30"	"temperature_60"	"temperature_90"	"temperature_120"	"temperature_150"	"temperature_180"	"precip_0"	"precip_30"	"precip_60"	"precip_90"	"precip_120"	"precip_150"	"precip_180"	"spi1_0"	"spi1_30"	"spi1_60"	"spi1_90"	"spi1_120"	"spi1_150"	"spi1_180"	"spi3_0"	"spi3_30"	"spi3_60"	"spi3_90"	"spi3_120"	"spi3_150"	"spi3_180"	"spi6_0"	"spi6_30"	"spi6_60"	"spi6_90"	"spi6_120"	"spi6_150"	"spi6_180"	"variable"	"cases"	"windowLength"	"epiWeek"	"year"	"population"	"logpop"	"evi_0avg"	"temperature_0avg"	"precip_0avg"	"polyid"	"adminName"	"region"	"geozone"	"precip"	"spi"	"y"	"polyid2"	"region2"	"yt"	"ys"
"NG011"	"admin1"	2012-01-09	0.316817972978027	0.391903992310166	0.416135656032944	0.426533617567483	0.456284802043244	0.460518072284313	0.437522971576588	30.7775438902222	31.1249199928696	29.400038786	29.5216987979999	28.9964136706666	28.8871800835	28.79350961	0.171231646666672	3.85238311833334	9.39151709833333	10.6019215033333	10.28310933	9.211905615	8.29203124	-1.20256246245721	-0.334742725097412	0.153665226047851	0.399687069687765	0.289692758332188	-0.370011107662083	-0.0814233992219955	0.125721279575796	0.533917255586857	0.697435663356375	0.490484550931252	0.131699813469818	-0.0278925119621013	0.262414808106778	0.454135240780378	0.411675913034591	0.466404288113147	0.483000525833628	0.339483361568817	0.268369197204185	0.559245646814977	"lassa_confirmed"	0	60	2	2012	2604509	3.25982926674887	0.338136661777239	30.5528787228215	0.470755952261924	11	"Ebonyi"	"south"	"South East"	9	0.3	0	11	2	0	0
"NG012"	"admin1"	2012-01-09	0.399031072350722	0.490860334247666	0.552805280889148	0.583924562343733	0.585480333316263	0.558939846806248	0.539007166140811	29.67454539704	29.1379846902162	27.8019614862	27.7314219354001	27.7615631246668	27.4592881157778	27.4300572900001	0.200614127024694	3.09142496535803	7.73308673999996	7.54001888333329	6.78201228999996	9.04038433833329	9.55360605666663	-0.794717950992241	-0.513763843794159	-0.170027230908247	-0.162296415246954	0.138936152594761	0.425628190566994	0.577502291943621	-0.328875184104735	-0.222545985292708	-0.0663553332534733	0.160196010988661	0.468400426798462	0.714060455129287	0.627829752454824	0.00658843430717023	0.171877619825021	0.314762154121856	0.38490686751179	0.647908058454999	1.05108452764759	1.22014359766419	"lassa_confirmed"	0	60	2	2012	3899594.75	3.66345773047419	0.412626338103561	29.6062867672311	0.564824443546867	12	"Edo"	"south"	"South South"	9	0.6	0	12	2	0	0
"NG023"	"admin1"	2012-01-09	0.325472460784362	0.410231483544456	0.460772605470908	0.467984645072767	0.461807232478615	0.452803405534389	0.436756360469233	30.3952031572222	29.7199415983404	28.4597365786451	28.4769269122999	27.783671973111	26.9573056180952	27.3000224849523	0.0554164616666557	1.83894093833332	5.29024493999999	6.47218499666666	6.12381034333333	6.27859344833332	6.28269759499999	-0.895679206794666	-0.453619275897185	-0.16562660504547	-0.227882771272701	-0.359366626170563	-0.50051769700838	0.0916821205656793	-0.216427526405786	-0.140553207004889	-0.290346511508647	-0.449458306036893	-0.396321980846188	-0.0562557758469594	0.319805333759225	-0.444381445871035	-0.390243667715315	-0.28381406184422	-0.265901747081035	-0.263421467323843	-0.0473595202136759	0.341956162176479	"lassa_confirmed"	0	60	2	2012	3740277.25	3.62174483268896	0.329769142880407	30.4031004218584	0.14896600837841	23	"Kogi"	"north"	"North Central"	6.25	-0.3	0	23	1	0	0
"NG029"	"admin1"	2012-01-09	0.409909435711694	0.486344922145745	0.527226281824223	0.512116582865756	0.495360696311667	0.500477492900037	0.525448690729167	28.81494101928	28.7322975927778	27.3275614986667	27.2624250082223	27.0774503430001	26.6034155812308	26.6232786741667	0.268686358333335	2.81363537166667	7.15569278166667	6.80282809666667	6.05606398333333	9.593006775	9.47741909333334	-0.672831077486544	-0.447797397388055	-0.349081680975213	-0.482806922917886	0.108613838829556	0.399728106032659	0.194194650030493	-0.418912875873066	-0.447519628724812	-0.223260974175752	0.118027740022236	0.378544834510043	0.301831050298132	-0.163039608574074	-0.0763098922759779	0.0219125862834777	0.0270521945663696	0.0366479005616484	0.310873799863882	0.61846077618082	0.708466044898282	"lassa_confirmed"	0	60	2	2012	4147945.5	3.72519824441291	0.425181316082909	28.8090668907892	0.624709475119051	29	"Ondo"	"south"	"South West"	9.5	0.3	0	29	2	0	0
"NG032"	"admin1"	2012-01-09	0.25061497395789	0.329560354960201	0.398808160134297	0.417635268830923	0.391142430721027	0.358734065310027	0.306198182112967	33.6285037004068	33.1458042337818	30.2176658774667	28.8107410583846	28.4194346994545	28.7384591775172	30.0432962591333	0.0041215783333415	0.984857905000008	3.71445498166667	7.84769550833334	8.40265187166667	6.151397235	4.77381901333334	-Inf	-Inf	-0.182305254621046	0.3768001277029	0.308309467463822	-0.38057701252527	-0.372946834582903	-0.0434219342579138	0.464424201749243	0.602008678814527	0.463214741205168	-0.00870236496038032	-0.587494353413109	-0.710093312588401	0.449505435710375	0.340053698259652	0.163148379358177	-0.0208656229197922	-0.498419288328642	-0.950122418799546	-0.876251134957978	"lassa_confirmed"	0	60	2	2012	3731470.25	3.61938741788642	0.257267104356004	33.7506436303412	0.0142975200991279	32	"Plateau"	"north"	"North Central"	6	-0.5	0	32	1	1	1
"NG035"	"admin1"	2012-01-09	0.310371328528167	0.393040066085579	0.453302656145408	0.46133539496509	0.45056796389846	0.442979294847204	0.405458086876023	30.9097833803051	30.5969874761132	28.6042725007369	27.5437062888462	27.7509542924546	27.8373555250834	28.18481072875	0.0193246099999943	2.38824681499999	7.08937139999999	10.3940366716667	9.96902204166666	8.01262451833333	7.18642186	-0.998399827070552	-0.496669782792343	0.0127776852911703	0.355973467054792	0.396451861185519	0.0586715186737046	0.397640043938148	0.112317453455314	0.517267993793493	0.613412829637898	0.565634772232866	0.524064030131633	0.400984679773524	0.26837591537935	0.598704212350795	0.689110788574497	0.679362108417629	0.598314580442691	0.422287463644487	0.257560819539193	0.263750703198211	"lassa_confirmed"	0	60	2	2012	2592772.75	3.25531295591052	0.309882798377899	31.4321500129982	0.068316541459828	35	"Taraba"	"north"	"North East"	8	0.4	0	35	1	0	0
"NG005"	"admin1"	2012-01-16	0.214196113445043	0.270940395197851	0.344289739644897	0.388739466510267	0.373952770772467	0.294096292493393	0.214398303468222	31.7712001487	34.0350530632542	33.2322564636923	30.6692261129231	29.6211454044667	30.6474884198333	33.947159209	0.000391553333346832	0.158787265000013	1.28894162500001	5.19898676666668	8.09119467500001	6.87084841000001	4.66077454000001	-1.55472141669674	-1.06831546982557	-0.0159476707062631	0.215730505285982	0.0428053076018353	-0.123719625660674	-0.177546306586804	-0.0968259535711567	0.282514495200626	0.157814724099889	0.0150808934157614	-0.142107638156414	-0.27120107800841	-0.343359630033462	0.0793402143180053	0.0116713553645469	-0.052514952628864	-0.171349128550982	-0.311878169564095	-0.423462681829358	-0.430292307859064	"lassa_confirmed"	0	60	3	2012	5548042.5	4.01603025583546	0.220774614319184	33.1264425439615	0.00295540202320287	5	"Bauchi"	"north"	"North East"	6.75	-0.4	0	5	1	0	0
"NG007"	"admin1"	2012-01-16	0.277540513014463	0.37232701037902	0.446489407885326	0.470794051153411	0.475690702062467	0.468501128789696	0.440962613733334	31.3297439429286	30.2837076426415	28.5229027826667	28.1646155573334	27.7003267486668	27.0293393560001	28.0008993852501	0.0176185566666349	1.77390150666664	6.8329222133333	9.92336669499997	7.1412881283333	5.1431490733333	6.44810753999997	-1.18316501987425	-0.723384636300135	0.218024997731167	0.22760041693029	-0.135302921193006	-0.846091475311934	-0.469500432052431	0.188598973182688	0.724206748751274	0.472142667225506	-0.117368658883849	-0.485937864111839	-0.327507376681435	0.373451569969761	0.243646071387497	0.126785397463595	0.197461768520719	0.138424946569988	0.0400267627790033	0.0612315670277917	0.556258370149221	"lassa_confirmed"	0	60	3	2012	5016567	3.91533092821383	0.296410230957638	31.6414935923511	0.116962488189322	7	"Benue"	"north"	"North Central"	5	0	0	7	1	0	0
"NG011"	"admin1"	2012-01-16	0.29684148703722	0.377526230354093	0.416124474042674	0.420579007135511	0.448777555761355	0.463088013459781	0.445107309387222	30.6810710229231	30.9551911913077	29.7522132224	29.7227783853333	28.9964136706666	28.6896254739999	29.087885998	0.0908342216666716	2.55344363166667	8.19795322333334	10.6712672566667	9.740051475	9.37269192666666	8.59584831666666	-1.1803266577915	-0.639382439847917	0.140513388981474	0.310210422108825	0.398198409422218	-0.204743062705428	-0.308552486025756	-0.0177910958950961	0.454643938927583	0.684124269104346	0.569226862865085	0.223491659124115	-0.0331865529692416	0.152731786288216	0.518948965582247	0.397161586416751	0.454864144460875	0.48258343563117	0.395971012602663	0.253564522736856	0.454562284953924	"lassa_confirmed"	0	60	3	2012	2604509	3.25982926674887	0.323393734616354	30.7099565812492	0.309028634166686	11	"Ebonyi"	"south"	"South East"	9.25	0.3	0	11	2	0	0
"NG012"	"admin1"	2012-01-16	0.376998491523536	0.470761400858043	0.542110245179852	0.57822752298277	0.589422909264089	0.566880010569974	0.543339785504467	29.5368951918824	29.1461378080488	28.27934079256	28.0175019629092	27.8819453148001	26.9879692562501	27.531151039	0.0908165436913606	2.11572990202469	6.46334540166663	8.42285555499996	6.66802718499996	8.41154954666662	9.9642814383333	-0.653250399281923	-0.673409042692578	-0.206713643546659	-0.149834711651894	0.0177032431734395	0.392813770976628	0.53666406726544	-0.398399080887279	-0.229349248937469	-0.119040739144439	0.105953949894293	0.383126406380213	0.67507635659501	0.68965152012251	-0.0359357167652278	0.133834183124282	0.28343835720984	0.375903895962342	0.551258544945057	0.958710385207704	1.21561920086842	"lassa_confirmed"	8	60	3	2012	3899594.75	3.66345773047419	0.396352070158382	29.6835708976375	0.42119593774538	12	"Edo"	"south"	"South South"	8.25	0.5	8	12	2	66	58
"NG023"	"admin1"	2012-01-16	0.305401764071784	0.391824070502689	0.453890180150534	0.467975751391389	0.463589231736711	0.454810038314556	0.4424009880692	30.2311885205555	29.7148738543137	28.7937700409143	28.5263533603809	27.9814840877499	26.8434502690999	27.3322527351304	0.0428752683333224	1.12845269666666	4.33560014999999	6.92540241333332	6.08472149833332	5.75115924833332	6.70745716333332	-0.789752856373157	-0.65127752918554	-0.162273947892783	-0.212311861486829	-0.31270243878241	-0.488769093059786	-0.153060114176419	-0.336816490879725	-0.115148388408181	-0.247536816798777	-0.416616376249481	-0.435453563354283	-0.169752652322895	0.251143396305492	-0.410887329338307	-0.423922354375508	-0.303886664502972	-0.262292720663955	-0.266416020322987	-0.134407933777766	0.248225829323924	"lassa_confirmed"	0	60	3	2012	3740277.25	3.62174483268896	0.314716911604204	30.520637100622	0.118861893973648	23	"Kogi"	"north"	"North Central"	5.75	-0.3	0	23	1	0	0
"NG029"	"admin1"	2012-01-16	0.391778520607398	0.469827336294419	0.523982067734297	0.515778504581889	0.497674886618534	0.500618671675745	0.520400406125245	28.5279390581177	28.6362065285239	27.733347580091	26.9594859516001	27.0515044964445	26.5009112861819	26.8533314578572	0.120174853333335	2.02730236666667	6.17667439	7.554151955	5.75556301166667	8.62657433666667	10.2069277833333	-0.527594394070896	-0.592387225382779	-0.301244378790145	-0.469341349596621	-0.119145851917291	0.431862911835118	0.251936663628087	-0.454264038180869	-0.425777249937392	-0.314072373834751	0.0416112463731016	0.326566203338521	0.367588282906345	-0.0221752069732555	-0.120219535952533	0.00748038457173342	0.0333180071061924	0.0289216079814149	0.210324116947572	0.565792627664026	0.707218818487651	"lassa_confirmed"	3	60	3	2012	4147945.5	3.72519824441291	0.411015834178286	28.8258632968577	0.438409221428575	29	"Ondo"	"south"	"South West"	8.5	0.2	3	29	2	3	0
"NG032"	"admin1"	2012-01-16	0.236203327434256	0.309495286785548	0.386365714393423	0.418573257686327	0.399167114667379	0.366033503451875	0.321978227558623	32.9556304151186	33.317261804421	31.06977498228	28.9542233375484	28.2175261855789	28.1779898033333	30.123376489931	0.00407094666667483	0.508752453333342	2.56022213333334	6.92252498666667	8.67663023	6.70851008666667	5.40527654	-Inf	-Inf	-0.335462523253531	0.24421080435636	0.430950503879016	-0.222422369434088	-0.473956192958122	-0.299440650449855	0.39901924880472	0.592203820682981	0.513565346320966	0.147528586659069	-0.476002973202155	-0.731997444037276	0.522813902319973	0.346034692892624	0.224164819429591	0.0126150139109429	-0.332702092143042	-0.891830853761332	-0.94100709128652	"lassa_confirmed"	0	60	3	2012	3731470.25	3.61938741788642	0.243978562418496	33.742819982536	0.00777648902769929	32	"Plateau"	"north"	"North Central"	6.5	-0.4	0	32	1	0	0
"NG035"	"admin1"	2012-01-16	0.292772237433838	0.37345175915139	0.444042215856697	0.462571752338001	0.45229571335769	0.445976166570727	0.418701947877134	30.5557417678984	30.5988618617819	29.0403933017728	27.6969896835334	27.7828343571429	28.2457219175001	27.5569827908388	0.00505067666666099	1.24265609166666	5.73156984166666	10.31209084	10.00531696	8.35059923333333	7.882546535	-0.982764984676713	-0.680881492212038	-0.0666114292386228	0.264146508168518	0.449496730047295	0.130363248145675	0.219777253323626	-0.102079234004408	0.469941966989666	0.607571218310427	0.581947464800592	0.533962043477136	0.436259029862018	0.300505414009333	0.620942663734025	0.64865688630652	0.705115773438176	0.612393660915639	0.483706039674772	0.275102945893492	0.253059890490647	"lassa_confirmed"	0	60	3	2012	2592772.75	3.25531295591052	0.293110008317081	31.5520489289599	0.0389919032647014	35	"Taraba"	"north"	"North East"	8.25	0.4	0	35	1	0	0
"NG005"	"admin1"	2012-01-23	0.205285962424202	0.254502758380893	0.328635205977134	0.382766503263778	0.384850314095622	0.315885087734011	0.228430153084467	31.5198380475593	34.1701636327	33.7843969960755	30.8863158940976	29.8374182556875	30.6502565263429	32.6496470391429	0.000391553333346832	0.00323642166668017	0.810158610000013	4.47337941500001	8.14935431000001	7.13688917833334	4.61691457500001	-1.4891869426158	-1.39954481720257	-0.145269173918043	0.259249019951109	0.0826344668586201	-0.0890060172920673	-0.204214167549258	-0.2895013739965	0.313103563544707	0.18715312947003	0.0544033008774677	-0.107406818775611	-0.248075834172486	-0.336709786700262	0.101226938067072	0.0207258396150088	-0.0281724878889722	-0.138270527471474	-0.277670534609212	-0.41136789652205	-0.447480825073091	"lassa_confirmed"	0	60	4	2012	5548042.5	4.01603025583546	0.211958664182876	32.8465812634498	0.00209963849160942	5	"Bauchi"	"north"	"North East"	7	-0.3	0	5	1	0	0
"NG007"	"admin1"	2012-01-23	0.258659272809052	0.35023878582327	0.433878779712578	0.466572764238556	0.475866203377967	0.471727152332367	0.451100435168956	31.3270218632728	30.8765688389455	29.0316976789744	27.709313142762	27.6914022089232	27.1776428261429	27.7967766712501	0.0652821899999683	0.479142249999968	5.64373478999997	9.89423803666663	8.24116944166663	5.5184922233333	5.96830524666663	-1.09496582056423	-1.07046875501962	0.179699195073318	0.260376144043105	0.0564049458211226	-0.76364047312154	-0.863002754181161	-0.0579557853057091	0.735466247351046	0.60639481896898	0.0219689931949436	-0.476409689086404	-0.46404571315401	0.160100120371831	0.322300635640644	0.0932905056529175	0.206058330033059	0.157594902542201	0.0729026590829702	-0.0229449446156074	0.383170898912072	"lassa_confirmed"	0	60	4	2012	5016567	3.91533092821383	0.278863814144038	31.9219786961652	0.102248587832179	7	"Benue"	"north"	"North Central"	5.5	0	0	7	1	0	0
"NG011"	"admin1"	2012-01-23	0.278679790487305	0.361071352072274	0.412826791233211	0.415418418225528	0.441053109234094	0.46506678901095	0.451576349711083	30.7304984330732	31.0559684185333	29.7340648988889	29.7227783853333	28.8797991986666	28.6896254739999	29.087885998	0.0982885383333383	1.03676157	6.74370534666667	10.6328938816667	10.658084475	10.1061262883333	8.65440161666666	-1.15809085312579	-0.944022154598422	0.127361551915096	0.220733774529885	0.506704060512249	-0.0394750177487725	-0.535681572829517	-0.161303471365988	0.37537062226831	0.670812874852318	0.647969174798919	0.315283504778413	-0.0384805939763819	0.0430487644696538	0.583762690384116	0.382647259798911	0.443324000808603	0.482166345428712	0.452458663636509	0.238759848269526	0.349878923092871	"lassa_confirmed"	0	60	4	2012	2604509	3.25982926674887	0.307446964108022	30.8875909251831	0.228771981309543	11	"Ebonyi"	"south"	"South East"	10	0.4	0	11	2	0	0
"NG012"	"admin1"	2012-01-23	0.354764559294922	0.449437021483849	0.529139182727055	0.571650235953519	0.591416142553445	0.574236335676781	0.546507473225981	29.6383494103266	29.4530925097778	28.3863486528966	27.3738659110001	26.4255107070002	27.0487651482858	27.6747187128334	0.132778205881556	1.14675505369136	5.2341577111431	8.73406834499996	7.35993934666662	8.01740299833329	9.71163334166663	-0.511782847571604	-0.833054241590997	-0.243400056185072	-0.137373008056834	-0.103529666247881	0.359999351386262	0.49582584258726	-0.467922977669822	-0.23615251258223	-0.171726145035406	0.0517118887999255	0.297852385961964	0.636092258060734	0.751473287790195	-0.0784598678376257	0.0957907464235426	0.252114560297825	0.366900924412894	0.454609031435115	0.866336242767819	1.21109480407265	"lassa_confirmed"	15	60	4	2012	3899594.75	3.66345773047419	0.378145566308073	29.8224953070951	0.34992523099706	12	"Edo"	"south"	"South South"	8	0.4	15	12	2	70	55
